Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2008-06-17,25.7512,26.5129,25.3709,26.295,6559100.3201323
2008-06-18,26.295,26.295,25.7512,26.0263,2235345.5011309
2008-06-19,25.3426,26.6303,25.3426,26.5644,4021973.4595149
2008-06-20,26.3288,26.6753,25.5059,25.5059,4123667.6168287
2008-06-23,25.5887,26.1879,24.7098,24.7098,1903197.6371319
2008-06-24,25.2036,25.3033,24.3961,24.9059,2881099.048324
2008-06-25,25.2036,25.2478,24.5191,25.1465,1388097.2718031
2008-06-26,25.1465,25.3145,24.5465,24.9221,4203190.2346727
2008-06-27,24.3856,25.1971,24.3856,24.6542,2487225.9765285
2008-06-30,25.4714,25.4714,24.6663,25.1304,3289298.077823
2008-07-01,24.9341,25.1304,24.4354,24.9285,3495942.7440583
2008-07-02,24.7098,24.8561,24.1386,24.2167,1735457.6069444
2008-07-03,24.1097,24.4298,23.4494,23.8081,4657215.6678411
2008-07-04,23.7807,23.998,23.3931,23.4164,1560946.255315
2008-07-07,23.4776,24.6542,23.4776,24.273,2197166.9854874
2008-07-08,23.8419,25.3709,23.6738,25.3709,2636733.4217686
2008-07-09,25.2036,25.6443,25.2036,25.6443,5400627.435991
2008-07-10,24.9341,25.6121,24.9285,24.9285,2794926.95801
2008-07-11,25.1915,25.1971,24.2167,24.4354,2011587.2711192
2008-07-14,24.8216,25.1416,24.6599,24.6599,2295021.6568275
2008-07-15,24.2006,24.5858,23.7421,23.8363,3181129.7613562
2008-07-16,24.1056,24.273,23.5057,23.628,2779447.1651434
2008-07-17,24.1603,24.6542,23.8532,24.6542,3595832.7905729
2008-07-18,24.766,25.259,24.6599,25.0797,4109625.1444884
2008-07-21,24.7154,25.6507,24.7154,25.6507,2214271.8457658
2008-07-22,25.259,25.4215,24.9735,25.3209,3000938.7556052
2008-07-23,25.5059,26.2442,25.5059,26.2442,3833571.3250819
2008-07-24,26.138,27.0671,26.138,26.7381,10923279.15726
2008-07-25,26.3014,27.3928,25.9701,27.2858,3936294.981873
2008-07-28,26.961,27.4491,26.8555,27.0116,4469093.2887009
2008-07-29,26.574,27.3703,26.574,27.3703,1691940.1169581
2008-07-30,27.3975,28.5461,27.3815,28.5461,4614498.8996706
2008-07-31,28.3008,28.7648,27.6727,28.7648,4899051.063193
2008-08-01,28.3008,28.6024,27.5327,28.4906,4308718.9045327
2008-08-04,28.2163,28.3008,27.4756,27.4756,2483107.9786189
2008-08-05,27.3975,28.3282,27.3975,28.1649,4031344.6401443
2008-08-06,28.6024,28.6297,27.5053,27.8069,4125277.7639581
2008-08-07,27.8069,28.3554,27.3422,27.3422,3789014.3887633
2008-08-08,27.314,27.3365,26.4285,26.8619,3257393.5408788
2008-08-11,27.3872,27.3975,26.956,27.096,1819223.8017406
2008-08-12,27.0566,28.0538,27.0566,27.5609,2930277.5420791
2008-08-13,27.6171,27.8632,26.4348,26.7655,2131101.2189039
2008-08-14,26.8829,27.3477,26.4912,26.9384,3335964.9907276
2008-08-18,27.051,27.762,26.8829,27.6115,2194681.5151308
2008-08-19,27.162,27.8352,27.162,27.4435,2378622.4851618
2008-08-20,27.3027,27.7169,26.9947,27.326,2584062.3386029
2008-08-21,26.9673,27.2698,26.603,26.6151,4040617.5955819
2008-08-22,27.1017,27.1347,26.5523,27.1347,2894313.4449976
2008-08-25,26.9947,27.4314,26.956,27.3815,1844209.057777
2008-08-26,26.8829,27.0453,26.7429,26.8829,1767856.9999176
2008-08-27,26.8829,26.9947,26.0481,26.2113,3213869.8341082
2008-08-28,26.2113,27.2191,26.0705,27.2191,3545555.1693565
2008-08-29,27.2191,27.9912,27.2191,27.4435,2623596.1132201
2008-09-01,26.8878,27.326,26.8878,27.1121,650145.08361122
2008-09-02,27.0116,28.3386,26.9167,28.1142,2445249.0056877
2008-09-03,27.5552,28.0869,27.4435,27.4435,2464441.4621286
2008-09-04,27.5552,27.6501,26.6593,26.6593,2771949.7232973
2008-09-05,26.323,26.574,25.3426,25.7352,4054905.0092228
2008-09-08,26.5186,27.162,26.3794,26.7655,2720546.8641254
2008-09-09,26.7655,26.9729,25.8244,26.1832,1621736.4587553
2008-09-10,26.1494,26.1832,25.4657,25.6732,3730947.1368393
2008-09-11,25.4826,25.7625,25.1465,25.2084,3651371.0546503
2008-09-12,25.6,25.6507,25.0676,25.0909,1270035.564827
2008-09-15,24.7885,24.8328,23.948,24.1097,4284475.9325398
2008-09-16,23.9368,24.643,22.962,23.2483,7061313.2916408
2008-09-17,23.5781,23.9368,23.0465,23.6738,6335928.954557
2008-09-18,22.962,24.2899,22.8511,23.5275,3277578.1960913
2008-09-19,24.643,25.5389,24.1097,25.1304,7444214.9825325
2008-09-22,25.3145,25.7352,25.0073,25.7231,3693185.1457429
2008-09-23,25.0122,25.2036,24.3623,24.3961,4686420.8770494
2008-09-24,24.474,24.754,24.166,24.166,3585714.3524727
2008-09-25,24.1942,25.2036,24.0269,25.2036,3970811.8115732
2008-09-26,24.643,25.3145,24.458,25.1465,2741484.9935931
2008-09-29,24.754,25.0797,23.2427,23.2427,2848919.7295145
2008-09-30,22.4022,24.643,22.4022,24.306,5553846.3014485
2008-10-01,24.474,25.4826,24.306,24.306,4362947.9138399
2008-10-02,24.9116,25.0346,24.1942,24.6366,2005636.5652029
2008-10-03,24.1942,25.0346,24.0945,24.9221,2457409.0357467
2008-10-06,23.8596,24.0832,22.7392,22.974,3675064.4629126
2008-10-07,23.5225,23.7454,21.9544,22.1224,4925044.6816402
2008-10-08,20.8348,22.6773,20.4206,21.433,7084883.6075744
2008-10-09,21.5344,21.9261,20.9128,21.0406,6398433.7471029
2008-10-10,19.1265,19.876,17.2163,19.6018,14736711.831333
2008-10-13,20.5821,20.7222,18.762,19.6862,7982494.0063849
2008-10-14,21.0309,21.2489,19.8253,20.0497,6754738.7914716
2008-10-15,19.8825,19.8825,17.8098,18.4251,7469146.774224
2008-10-16,17.0827,18.0905,16.9702,17.3619,7959172.3618228
2008-10-17,18.0286,18.2531,15.3181,16.0179,12393069.94798
2008-10-20,16.5222,16.7571,15.6874,15.6874,8098354.9717244
2008-10-21,16.0179,16.6622,15.6818,15.9736,11188684.868546
2008-10-22,15.7388,16.1852,14.9539,14.9539,5427988.7469806
2008-10-23,14.6796,15.1043,13.5029,14.7182,7802307.9740613
2008-10-24,13.778,14.1134,13.0494,13.8568,10008341.337294
2008-10-27,13.2174,14.0072,12.742,13.778,12003561.058751
2008-10-28,14.4769,15.0649,14.2806,14.9539,9512434.6717631
2008-10-29,16.0734,16.9139,15.6246,16.5222,8313057.8337483
2008-10-30,17.3619,17.5807,16.5222,17.1938,10080373.973433
2008-10-31,16.8858,17.6361,16.5777,17.3619,6538443.1893142
2008-11-03,17.3619,17.9498,17.0827,17.53,5803726.2156636
2008-11-04,17.6417,18.9029,17.4737,18.9029,4546166.4935371
2008-11-05,18.7565,18.762,18.2024,18.4147,3821771.8685113
2008-11-06,17.53,18.2578,16.9815,17.3056,6301966.6620149
2008-11-07,17.4181,17.7535,16.8641,17.25,4953527.5005147
2008-11-10,17.6417,17.916,17.6417,17.7384,1574653.0213038
2008-11-12,17.1383,17.25,16.0734,16.8012,6019525.7184351
2008-11-13,15.5973,16.6895,15.401,16.3589,7027587.2369015
2008-11-14,16.942,17.1036,16.6332,16.8584,4752598.5457499
2008-11-17,16.8012,16.8858,16.1353,16.5222,2756057.1359542
2008-11-18,16.3823,16.3823,15.7388,15.9118,4267461.837312
2008-11-19,16.1812,16.4652,15.7429,16.4652,3911330.8629031
2008-11-20,15.5699,15.8105,15.3181,15.6818,5790613.7742523
2008-11-21,16.0179,16.3534,15.5475,15.9625,4136833.5225847
2008-11-24,16.2697,17.6087,16.0179,17.6087,2926552.4449363
2008-11-25,17.53,18.2024,17.2773,18.1404,5040336.1895394
2008-11-26,17.6981,18.6173,17.5517,18.0616,5905588.226153
2008-11-27,18.3705,18.5884,18.1968,18.4211,3696948.7869483
2008-11-28,18.2859,18.6446,17.6417,17.9217,4779054.692948
2008-12-01,17.7471,17.916,17.3176,17.3619,3507482.3390459
2008-12-02,16.8012,18.146,16.6332,17.6981,4912624.7899981
2008-12-03,17.8098,18.0237,17.2669,17.3892,3326215.8296137
2008-12-04,17.5854,18.6495,17.4286,18.4822,7098671.1917589
2008-12-05,18.2024,18.6841,17.8258,18.1179,2923955.0724626
2008-12-08,18.8964,19.6588,18.8738,19.5463,6748866.4170371
2008-12-09,19.5117,20.1616,19.3388,20.1616,6971314.1489218
2008-12-10,20.3305,20.6104,19.8253,20.2347,7407780.896559
2008-12-11,20.1616,20.386,19.8318,20.2741,5542118.9595756
2008-12-12,19.6018,19.7145,19.2656,19.4965,4228881.7174038
2008-12-15,19.8825,20.2178,19.3782,20.2178,2789357.9626487
2008-12-16,20.2178,21.2546,19.9999,21.2546,6548511.8931402
2008-12-17,21.31,21.3383,19.8825,19.8825,4000675.9999156
2008-12-18,19.6018,20.2468,19.44,19.8253,3705357.6093705
2008-12-19,19.4908,20.0892,19.4344,19.6018,5782024.6650859
2008-12-22,19.8825,20.1003,19.182,19.3226,2252815.9083251
2008-12-23,19.3226,19.5849,19.12,19.2607,1586353.0093259
2008-12-29,19.3226,19.8487,19.2607,19.6018,1263152.3412681
2008-12-30,19.6525,20.1511,19.6525,19.8825,2276038.0843387
2008-12-31,19.8825,20.0497,19.7032,19.8825,1020692.7807741
2009-01-05,20.6715,20.694,20.3305,20.4704,2264346.7998146
2009-01-06,20.4591,20.99,20.4591,20.9577,4339857.5336532
2009-01-07,20.9184,20.9184,20.509,20.7222,4942921.6665267
2009-01-08,20.1849,20.7849,19.9725,20.0892,4753705.1333525
2009-01-09,20.2524,20.3635,19.1546,19.2261,5886875.7054589
2009-01-12,19.3107,19.3668,18.3978,18.4822,6782736.7011719
2009-01-13,18.3142,18.3705,17.53,17.9217,7955919.7402855
2009-01-14,18.1741,18.2578,16.7908,16.7965,10064531.120364
2009-01-15,16.8012,17.2773,16.0799,16.5158,5035083.0068196
2009-01-16,17.3281,17.3281,16.9187,17.0827,3968542.6853097
2009-01-19,17.3892,17.4737,16.4096,16.5777,4918938.5561167
2009-01-20,16.4257,16.5222,15.9625,16.1306,6848272.7977345
2009-01-21,15.6818,16.7908,15.3794,16.7908,9335997.3603626
2009-01-22,17.0827,17.25,15.8498,16.6332,6962896.6230015
2009-01-23,16.4547,16.4547,15.5748,15.8772,6120880.4393269
2009-01-26,15.7388,16.741,15.4855,16.741,5070580.8450799
2009-01-27,16.7449,16.7965,15.9343,15.9786,3403020.469369
2009-01-28,16.3534,16.7449,16.2536,16.4949,2512308.2143998
2009-01-29,16.5777,16.5777,15.9946,16.236,3158513.100132
2009-01-30,16.001,16.2978,15.4638,15.5699,7825312.5626249
2009-02-02,15.5699,15.5699,14.6281,14.7303,6050797.3867394
2009-02-03,14.8139,14.8919,13.7209,13.7209,7019277.8830278
2009-02-04,13.8617,13.8891,13.1893,13.6655,15177930.688878
2009-02-05,13.4419,14.1921,12.899,13.778,12408794.682147
2009-02-06,14.1978,14.7239,14.1424,14.2806,9822061.6130156
2009-02-09,14.5051,15.122,14.119,15.122,4826446.4828998
2009-02-10,14.9475,15.2619,14.8301,14.982,5054787.7262854
2009-02-11,14.4656,14.9314,14.3933,14.6233,5606973.6965806
2009-02-12,14.6683,14.6732,13.7941,13.9742,7939897.8438294
2009-02-13,14.0852,14.3209,13.8891,14.0579,6008234.7948189
2009-02-16,13.9445,13.9445,12.948,12.948,4679838.5458497
2009-02-17,12.7309,12.7309,11.4586,11.4586,12835330.73857
2009-02-18,11.7899,11.8173,10.3944,11.1006,29596576.915972
2009-02-19,11.5935,12.2652,11.3128,11.7617,17219261.542724
2009-02-20,11.3072,11.5935,10.86,11.2124,9710954.0009394
2009-02-23,11.7617,11.8783,10.8376,10.8376,9790630.7950338
2009-02-24,10.6414,10.7314,10.4,10.6076,11133001.131716
2009-02-25,11.1512,11.1954,10.5849,10.5849,10490608.378107
2009-02-26,10.5287,11.0057,10.3606,11.0057,8411886.0535072
2009-02-27,10.7523,11.3974,10.557,10.7467,16200560.619634
2009-03-02,10.6292,10.8094,10.4675,10.6414,4703388.9680734
2009-03-03,10.6462,10.955,10.5907,10.865,8636433.8151228
2009-03-04,11.0337,11.6941,10.8818,11.5655,14244435.767824
2009-03-05,11.6772,11.6772,11.2293,11.325,10228713.906585
2009-03-06,11.1738,11.8173,11.1167,11.711,11276478.296201
2009-03-09,11.8453,11.9016,11.4811,11.5373,6866507.8693956
2009-03-10,11.5373,12.237,11.5373,12.1526,10969549.439328
2009-03-11,12.3215,12.5789,12.1638,12.2652,9038955.6772139
2009-03-12,12.1478,12.4614,11.8623,12.4614,9348193.4477704
2009-03-13,12.8539,12.8539,12.5459,12.5459,9040675.2397469
2009-03-16,12.7187,12.9384,12.6013,12.8305,6377312.8441771
2009-03-17,12.742,12.7695,12.3384,12.4558,7636792.3092905
2009-03-18,12.5057,12.5169,12.0134,12.1084,7032734.7342885
2009-03-19,12.2097,12.4961,12.114,12.4107,12802718.731574
2009-03-20,12.2813,12.5957,12.2144,12.5957,6461070.3354755
2009-03-23,12.7695,13.1788,12.7141,13.1612,7205441.9751187
2009-03-24,13.6099,13.6824,12.9987,13.0775,7636125.8700152
2009-03-25,13.022,13.7161,12.9432,13.704,7840265.1721841
2009-03-26,13.6767,13.778,13.5029,13.5254,5114582.0008835
2009-03-27,13.5142,13.6043,12.8539,12.8756,6377514.267988
2009-03-30,12.5957,12.6914,11.8229,11.9177,7674001.0065856
2009-03-31,12.0922,12.2877,11.9852,11.9966,8512243.6021999
2009-04-01,12.1816,12.2144,11.6998,12.0022,14178335.187248
2009-04-02,12.3215,12.9657,12.3215,12.9657,12057393.437221
2009-04-03,12.8539,13.6655,12.7245,12.993,18080028.791155
2009-04-06,13.2013,13.7836,13.1105,13.6043,14074675.282745
2009-04-07,13.3968,13.7161,13.363,13.5537,8828899.2397638
2009-04-08,13.3574,14.6064,13.273,14.5622,11868252.748815
2009-04-09,14.7858,14.8977,14.0965,14.8139,9930009.8553188
2009-04-14,14.4955,15.3342,14.4609,15.1944,12404066.19602
2009-04-15,15.0649,15.2892,14.9314,15.2892,7842099.1235478
2009-04-16,15.3455,15.6874,14.9981,15.2225,6364386.9062944
2009-04-17,15.1436,15.2281,14.3089,14.3089,6540120.477714
2009-04-20,14.3933,14.4383,13.5706,13.5706,4774150.8935049
2009-04-21,13.5817,13.9445,13.4193,13.565,5840698.6751559
2009-04-22,13.6711,14.2035,13.565,13.8891,6902125.0699141
2009-04-23,14.0015,14.1632,13.8334,13.9622,8644248.3129675
2009-04-24,13.9445,14.2758,13.9067,14.2196,8959185.6313554
2009-04-27,13.9895,14.2252,13.8504,14.2252,3801350.975496
2009-04-28,13.8954,14.1472,13.8504,13.9172,4227454.3437322
2009-04-29,14.0804,14.5557,14.0298,14.5557,5167742.9666508
2009-04-30,14.7303,15.1888,14.7303,15.0488,7637774.5612073
2009-05-04,15.3455,15.9279,15.3181,15.8498,6666893.1428284
2009-05-05,15.6818,16.2247,15.5137,15.9062,8354633.2003244
2009-05-06,15.6818,16.1812,15.6601,15.8161,5006025.7570774
2009-05-07,16.1306,16.2085,15.8217,15.9343,5493150.5931292
2009-05-08,15.9062,15.9625,15.4348,15.6818,6924272.9856035
2009-05-11,15.6818,15.8217,15.401,15.5813,4435169.5402212
2009-05-12,15.7268,16.264,15.6246,15.989,5237470.4191775
2009-05-13,15.989,16.1023,15.6246,15.6536,4750336.8796275
2009-05-14,15.0649,15.4517,14.8413,15.1783,8651013.4176252
2009-05-15,15.2675,15.3624,14.8477,14.982,5424156.7211482
2009-05-18,14.9539,15.1156,14.707,15.1043,2510009.2475717
2009-05-19,15.5748,15.615,15.2281,15.3455,4443715.1318977
2009-05-20,15.3455,15.7203,15.1156,15.1783,5559797.0073649
2009-05-21,14.7303,15.2619,14.7303,14.8301,4975072.3881285
2009-05-22,14.8413,14.982,14.4769,14.6281,2871145.9766857
2009-05-25,14.8413,14.8413,14.3933,14.5896,1790440.0905069
2009-05-26,14.5164,14.6796,14.3378,14.6403,2349391.1654595
2009-05-27,14.7013,15.0151,14.5952,14.6844,6427464.8863511
2009-05-28,14.7239,14.8082,14.3209,14.3378,5632231.2477687
2009-05-29,14.452,14.559,13.8078,14.0015,9790158.3194283
2009-06-01,14.2806,15.1156,14.1698,15.0938,6558688.7690127
2009-06-02,14.9924,15.5361,14.8534,15.0649,5963936.4767267
2009-06-03,15.401,15.4292,14.6732,14.6732,5201293.7080734
2009-06-04,14.7746,15.0327,14.6281,14.982,4976840.4415788
2009-06-05,15.2064,15.401,14.9539,14.9539,4273015.9123911
2009-06-08,14.1921,14.6636,14.0579,14.1424,9235030.5668101
2009-06-09,14.1134,14.1134,13.3856,13.7273,16986161.972647
2009-06-10,13.901,14.3378,13.901,14.3378,7839934.4392603
2009-06-12,14.4448,14.7858,14.2196,14.6796,6630859.4177628
2009-06-15,14.6185,14.8413,14.4496,14.7858,4194086.3757677
2009-06-16,14.6281,14.9868,14.5107,14.8477,4518195.9376877
2009-06-17,14.7359,14.9539,14.534,14.5622,7633836.850042
2009-06-18,14.5622,14.7013,14.3153,14.5622,4056968.9816051
2009-06-19,14.366,14.9475,14.366,14.904,7849081.8156554
2009-06-22,14.7577,14.8301,14.2542,14.4223,3879893.8281371
2009-06-23,14.1698,14.5622,14.1698,14.4223,3215763.4666011
2009-06-24,14.4223,14.534,14.1134,14.2542,3688567.318377
2009-06-25,14.3434,14.4102,13.9172,13.9951,7410355.8886093
2009-06-26,14.2196,14.2542,14.0242,14.1424,2735431.0890576
2009-06-29,14.0128,14.7577,14.0128,14.7577,5153016.6480395
2009-06-30,14.9256,15.2892,14.2806,14.2806,8764344.1517612
2009-07-01,14.2872,14.7013,14.2091,14.6683,3664352.9435916
2009-07-02,14.645,14.8687,14.2928,14.3089,3489341.7625058
2009-07-03,14.3378,14.5002,14.0684,14.0684,2367436.0035216
2009-07-06,14.0015,14.2196,13.8617,14.0579,1576714.5069723
2009-07-07,14.1698,14.2758,14.0128,14.0402,1793981.1708348
2009-07-08,13.7426,14.1424,13.7426,14.1078,3654607.5125485
2009-07-09,14.1632,14.2806,13.84,14.1312,3916204.8217817
2009-07-10,14.1978,14.2252,14.0298,14.1424,3151290.440151
2009-07-13,13.9742,14.2542,13.8721,14.1134,2543848.447785
2009-07-14,14.2702,15.2394,14.2646,15.2394,5088833.3237371
2009-07-15,15.2892,15.6479,14.9652,15.6479,11682019.02874
2009-07-16,15.4638,15.9625,15.3681,15.8715,6201519.5916285
2009-07-17,15.6818,16.0179,15.6246,16.0179,5275432.5907278
2009-07-20,16.0453,17.0643,16.0453,16.9702,7824162.4575324
2009-07-21,16.9034,17.3505,16.6678,17.25,7254941.2549428
2009-07-22,17.0256,17.0827,16.4885,16.6838,6601976.2379805
2009-07-23,16.8012,16.9139,16.6895,16.8858,3393209.1404123
2009-07-24,17.0827,17.9217,17.0209,17.6297,4959608.7589011
2009-07-27,17.8654,18.4533,17.8098,17.9217,9594314.6942075
2009-07-28,18.0841,18.2578,17.0876,17.0876,3452537.1561891
2009-07-29,17.0827,17.497,16.8858,17.1938,2626299.1710268
2009-07-30,17.4737,18.4822,17.1938,18.4822,3775883.2969992
2009-07-31,18.4879,19.3226,18.3077,18.656,8980040.4559136
2009-08-03,18.6495,19.1546,18.4822,18.6223,4809191.1764418
2009-08-04,18.4758,18.4758,18.2024,18.2578,2233844.7694048
2009-08-05,18.1741,18.6223,17.6981,17.6981,3669020.505232
2009-08-06,17.9217,18.3472,17.3675,17.9217,3235047.9314492
2009-08-07,17.92,18.4838,17.5324,18.4838,2373529.6954765
2009-08-10,18.4838,18.5272,17.9328,18.5272,2929624.7797294
2009-08-11,18.3262,18.6945,17.6417,17.6417,2890692.7898308
2009-08-12,17.497,17.6699,17.1269,17.3739,3336538.1782385
2009-08-13,18.2024,18.4822,17.6417,18.1404,3878345.8488504
2009-08-14,18.2578,18.7059,17.8098,18.0841,4411287.1417167
2009-08-17,17.5911,17.6981,17.1495,17.1495,3964256.8342245
2009-08-18,17.3787,17.5235,16.9758,17.5235,2904471.6705172
2009-08-19,17.3449,17.8098,17.1439,17.8098,3124333.2201398
2009-08-20,18.0341,18.4251,17.8654,18.4251,6123102.31803
2009-08-21,18.2915,19.5961,18.2915,19.5961,9167537.4265549
2009-08-24,19.6018,20.1616,19.4965,20.1567,4376475.6364414
2009-08-25,19.7699,20.386,19.6018,20.2178,4294828.121729
2009-08-26,20.0481,20.443,19.4417,19.6041,3324126.9900944
2009-08-27,19.9267,20.7664,19.7425,19.8825,8423701.6737169
2009-08-28,20.3305,20.6995,19.8825,19.8825,3467362.9433491
2009-08-31,19.7707,20.1053,19.6556,19.7707,1727107.2222945
2009-09-01,19.9363,20.217,19.4659,19.9363,2289394.2236939
2009-09-02,19.597,19.6541,18.6398,18.6398,5088389.4453391
2009-09-03,18.9632,19.0138,18.0905,18.0905,5974181.7372263
2009-09-04,18.3142,18.4709,17.9273,18.0341,2624787.2490889
2009-09-07,18.2578,18.5385,18.0905,18.2297,2830942.0327226
2009-09-08,18.4034,18.4251,17.9835,18.0905,3589055.2523468
2009-09-09,18.0341,18.4211,17.9217,18.2297,5872631.809308
2009-09-10,18.6165,18.6502,17.587,17.6393,3389751.3649937
2009-09-11,17.9224,18.0262,17.3627,17.3908,3113845.5050531
2009-09-14,17.1945,17.333,16.7732,17.057,4781829.8654521
2009-09-15,17.2992,17.6176,16.8834,17.1889,4099204.5706721
2009-09-16,17.4141,17.686,17.3748,17.6393,3471893.735735
2009-09-17,18.0327,18.0905,17.7028,18.0327,4936103.0975242
2009-09-18,17.9167,18.3681,17.8187,18.1476,9507463.7310497
2009-09-21,18.3681,18.8466,18.2691,18.4533,5660574.8106752
2009-09-22,18.7026,19.8865,18.5699,19.5229,9065197.9670326
2009-09-23,19.8052,20.3031,19.7312,20.0835,7856834.1456572
2009-09-24,20.1053,20.7696,19.9895,20.2155,8514711.6655605
2009-09-25,20.0481,20.242,19.8109,20.0048,7374764.7985849
2009-09-28,20.0988,20.3305,19.8728,19.8728,3673451.8290693
2009-09-29,19.9613,20.0988,19.1844,19.1844,7464183.2936519
2009-09-30,19.3162,19.9855,19.1409,19.3791,10471469.386011
2009-10-01,19.8655,20.3305,19.2978,19.2978,14763384.322624
2009-10-02,19.6541,19.9669,19.0967,19.773,13304342.351933
2009-10-05,19.7047,19.7667,19.3412,19.5914,3343108.0758696
2009-10-06,19.6605,20.6683,19.6605,20.4116,3724164.6251857
2009-10-07,20.3804,20.4044,19.8109,19.8109,3753663.2666121
2009-10-08,19.9613,20.1165,19.6541,19.9983,6234717.2197037
2009-10-09,19.9669,20.3988,19.8728,20.0241,5614726.0265824
2009-10-12,20.0296,20.2058,19.8728,20.0924,5753935.9903349
2009-10-13,20.0924,20.11,19.7474,19.9549,5797824.0006646
2009-10-14,19.9669,20.7809,19.905,20.7809,11409068.628048
2009-10-15,20.7809,21.0567,20.386,20.5927,5931640.2823725
2009-10-16,20.5299,21.0254,20.5299,20.7809,4715386.1183843
2009-10-19,20.8122,21.9077,20.7809,21.75,4481539.2908369
2009-10-20,21.9704,22.2647,21.8135,21.9077,3879403.9455355
2009-10-21,21.9077,22.0957,21.3631,21.9768,3999540.8151054
2009-10-22,21.8691,22.4706,21.6253,22.2205,3064856.0015402
2009-10-23,22.5269,22.5832,22.3708,22.5334,2972022.0051878
2009-10-26,22.3396,22.6266,21.9382,21.9382,2781629.256427
2009-10-27,21.783,21.783,21.3446,21.5947,2311749.7799783
2009-10-28,21.5321,21.5947,21.0567,21.2063,4939018.7693533
2009-10-29,20.9755,22.4078,20.5299,22.0957,8463574.8847561
2009-10-30,22.0581,22.7408,21.6688,21.7194,6431049.4841691
2009-11-02,21.6881,21.9833,21.3881,21.8449,5122513.3742727
2009-11-03,21.783,21.783,20.8565,20.9691,6204506.1347984
2009-11-04,21.3374,21.8135,21.3318,21.8135,2772281.699578
2009-11-05,21.5947,22.5334,21.5321,22.5334,6901678.7048025
2009-11-06,22.5141,22.6266,21.8015,22.2326,5313259.2363808
2009-11-09,22.5269,23.097,22.3452,23.097,4241222.034207
2009-11-10,22.7843,23.4784,22.6838,23.1285,2513703.2607931
2009-11-12,23.1285,23.3907,22.6451,23.3907,4105708.5703898
2009-11-13,23.097,23.5347,22.9653,23.4848,3663311.0105458
2009-11-16,23.8105,24.5987,23.8105,24.5987,3762029.8149012
2009-11-17,24.4114,24.6052,24.1354,24.2239,2667976.4928651
2009-11-18,24.3486,24.4041,23.5042,23.6601,2566292.2824062
2009-11-19,23.472,23.5282,22.6958,22.7843,5797358.9852002
2009-11-20,22.9403,23.5098,22.7707,23.1656,2921315.4258557
2009-11-23,23.5966,24.2239,23.3722,24.105,3075012.983703
2009-11-24,24.0984,24.0984,23.4784,23.7792,4292296.6471688
2009-11-25,23.7912,24.0237,23.2282,23.2282,1558044.2604114
2009-11-26,23.291,23.2974,22.8776,22.8776,4394275.5332027
2009-11-27,22.2889,23.2218,21.8449,23.1905,5145928.2705991
2009-11-30,23.5605,23.7792,23.4091,23.5347,2974161.8223382
2009-12-01,23.6409,23.9907,23.5347,23.7792,5848434.8415187
2009-12-02,23.8475,24.0293,23.6859,23.7856,5302121.2456579
2009-12-03,24.0984,24.286,23.7294,23.8412,2392698.5281371
2009-12-04,23.8162,24.4669,23.5347,24.4114,3260756.8211764
2009-12-07,24.2239,24.4114,23.9103,24.4114,1032956.0094522
2009-12-08,24.286,24.5175,23.7535,23.7535,2365384.464708
2009-12-09,23.6601,23.747,22.8525,22.8525,6950510.3019946
2009-12-10,23.1213,23.291,22.8462,23.097,4618462.7213299
2009-12-11,23.3786,23.5347,22.8462,23.2541,3877783.8515512
2009-12-14,23.5854,23.7294,23.472,23.6859,1635230.6107217
2009-12-15,23.5668,23.5668,23.291,23.472,2802319.9578803
2009-12-16,23.4848,23.7535,23.3159,23.3344,1831688.4542295
2009-12-17,23.2541,23.328,22.909,23.2218,3488971.2421626
2009-12-18,23.0465,23.7294,23.0465,23.7294,8670738.0308007
2009-12-21,23.7535,24.0984,23.6038,23.9803,2729499.033494
2009-12-22,24.0984,24.2988,23.9103,24.0984,2210202.3387736
2009-12-23,24.0984,24.2239,23.8162,23.973,1465230.1577685
2009-12-28,24.3929,24.4041,24.2424,24.3173,2252286.2383042
2009-12-29,24.3173,24.3486,23.8283,23.8611,6088914.9778967
2009-12-30,23.8611,23.936,23.4414,23.472,2160765.2267924
2009-12-31,23.6536,23.7856,23.5154,23.7856,1387476.8367315
2010-01-04,23.7221,24.2295,23.7221,24.2111,1536615.0049853
2010-01-05,24.3486,24.6188,24.1299,24.1299,3704436.2819397
2010-01-06,24.1853,24.261,23.9859,24.2488,1459671.109262
2010-01-07,24.0728,24.2239,23.7856,24.1299,2543295.1539837
2010-01-08,24.3173,24.3985,23.973,24.1918,2331986.6561787
2010-01-11,24.1918,24.4491,24.1918,24.3486,3034536.7445884
2010-01-12,24.2923,24.3422,24.0663,24.1603,3002960.4538542
2010-01-13,23.973,24.3422,23.8226,24.2239,1557381.5512067
2010-01-14,24.3422,24.3486,24.105,24.2239,5231290.9355994
2010-01-15,24.2111,24.3173,24.0728,24.1484,4629554.707849
2010-01-18,24.2111,24.3486,24.1161,24.3486,1221468.8026455
2010-01-19,24.3486,25.0371,24.3108,25.0371,8318089.6989475
2010-01-20,25.0371,25.4947,24.9751,25.2252,4049815.9496081
2010-01-21,25.2252,25.3878,24.9181,25.3186,3637889.3362526
2010-01-22,24.7926,25.0676,24.7306,24.8802,5858073.3438722
2010-01-25,24.9181,25.3186,24.8118,25.1932,7947732.2353838
